Code,Literal,Literal_clean,Literal_norm,code_type,chapter,is_icd10,D_P,Description
V603,Vive solo,Vive solo,vive solo,diagnosis,V,True,D,Ocupante no especificado de vehículo de transporte pesado lesionado en colisión con peatón o animal en un accidente no de tráfico
BT10ZZZ,CISTOGRAFIA,CISTOGRAFIA,cistografia,diagnosis,B,True,P,Radioscopia de vejiga
64891,colitis ulcerosa parto,colitis ulcerosa parto,colitis ulcerosa parto,procedure,6,False,,
J342,septoplastia,septoplastia,septoplastia,diagnosis,J,True,D,Tabique nasal desviado
Z91048,Alergia al níquel,Alergia al níquel,alergia al niquel,diagnosis,Z,True,D,Estado de alergia a otras sustancias no medicinales
V148,Alergias a INZITAN,Alergias a INZITAN,alergias a inzitan,diagnosis,V,False,,
J00,RINITIS aguda,RINITIS aguda,rinitis aguda,diagnosis,J,True,D,Nasofaringitis aguda [resfriado común]
Z86718,Historia de TROMBOSIS,Historia de TROMBOSIS,historia de trombosis,diagnosis,Z,True,D,Historia personal de otro tipo de trombosis y embolia venosas
2724,Dilipemia,Dilipemia,dilipemia,procedure,2,False,,
Z90710,Histerectomía total,Histerectomía total,histerectomia total,diagnosis,Z,True,D,"Ausencia adquirida de ambos, de cuello uterino y de útero"
Z20822,SARS-COV2 negativo,SARS-COV2 negativo,sars-cov2 negativo,diagnosis,Z,True,D,Contacto y (sospecha de) exposición a COVID-19
4051,linfadenectomía axila,linfadenectomía axila,linfadenectomia axila,procedure,4,False,,
Z593,institucionalizado,institucionalizado,institucionalizado,diagnosis,Z,True,D,Problemas relacionados con la vida en una institución residencial
Z3A32,itu 3t,itu 3t,itu 3t,diagnosis,Z,True,D,32 semanas de gestación
2410,Nódulos tiroideos,Nódulos tiroideos,nodulos tiroideos,procedure,2,False,,
M6284,sarcopenia,sarcopenia,sarcopenia,diagnosis,M,True,D,Sarcopenia
29532,Esquizofrenia paranoide,Esquizofrenia paranoide,esquizofrenia paranoide,procedure,2,False,,
61172,nodulo mama,nodulo mama,nodulo mama,procedure,6,False,,
N390,infección urinaria,infección urinaria,infeccion urinaria,diagnosis,N,True,D,"Infección de tracto urinario, localización no especificada"
0D9P70Z,sonda rectal,sonda rectal,sonda rectal,procedure,0,True,P,"Drenaje en recto, con dispositivo de drenaje, abordaje orificio natural o artificial"
O9089,RAO posparto,RAO posparto,rao posparto,diagnosis,O,True,D,Otras complicaciones del puerperio no clasificadas bajo otro concepto
9396,CNAF,CNAF,cnaf,procedure,9,False,,
009U3ZX,Punció lumbar,Punció lumbar,puncio lumbar,procedure,0,True,P,"Drenaje en canal espinal, diagnóstico, abordaje percutáneo"
R34,oliguria,oliguria,oliguria,diagnosis,R,True,D,Anuria y oliguria
O745,Cefalea dural posparto,Cefalea dural posparto,cefalea dural posparto,diagnosis,O,True,D,Cefalea inducida por anestesia espinal y epidural durante el trabajo de parto y parto
Z6710,Grupo A positivo,Grupo A positivo,grupo a positivo,diagnosis,Z,True,D,"Grupo sanguíneo A, Rh positivo"
O640XX0,distocia de descenso,distocia de descenso,distocia de descenso,diagnosis,O,True,D,"Trabajo de parto obstruido debido a rotación incompleta de la cabeza fetal, no aplicable o no especificado"
0UT94ZZ,Histerectomia lap,Histerectomia lap,histerectomia lap,procedure,0,True,P,"Resección de útero, abordaje endoscópico percutáneo"
C61,Ca próstata,Ca próstata,ca prostata,diagnosis,C,True,D,Neoplasia maligna de próstata
C642,NEOPLASIA RENAL IZQUIERDA,NEOPLASIA RENAL IZQUIERDA,neoplasia renal izquierda,diagnosis,C,True,D,"Neoplasia maligna de riñón izquierdo, excepto pelvis renal"
R269,TRASTORNO DE LA MARCHA,TRASTORNO DE LA MARCHA,trastorno de la marcha,diagnosis,R,True,D,Alteraciones de la marcha y de la movilidad no especificadas
6816,Biòpsia endometrio,Biòpsia endometrio,biopsia endometrio,procedure,6,False,,
Z6740,"Grupo sanguíneo materno: 0, Rh: Positivo","Grupo sanguíneo materno: 0, Rh: Positivo","grupo sanguineo materno: 0, rh: positivo",diagnosis,Z,True,D,"Grupo sanguíneo O, Rh positivo"
42769,Extrasístoles ventriculares,Extrasístoles ventriculares,extrasistoles ventriculares,procedure,4,False,,
I447,brihh,brihh,brihh,diagnosis,I,True,D,"Bloqueo de rama izquierda, no especificado"
O328XX2,podálica 2,podálica 2,podalica 2,diagnosis,O,True,D,"Atención materna por otra presentación anómala del feto, feto 2"
Z90721,ooforectomia izquierda,ooforectomia izquierda,ooforectomia izquierda,diagnosis,Z,True,D,"Ausencia adquirida de ovario, unilateral"
K449,hernia hiato,hernia hiato,hernia hiato,diagnosis,K,True,D,Hernia diafragmática sin obstrucción ni gangrena
74900,Paladar fes,Paladar fes,paladar fes,procedure,7,False,,
56729,peritonitis purulenta,peritonitis purulenta,peritonitis purulenta,procedure,5,False,,
B349,B34.9,B34.9,b34.9,diagnosis,B,True,D,"Infección viral, no especificada"
6262,hipermenorrees,hipermenorrees,hipermenorrees,procedure,6,False,,
O24420,dga1,dga1,dga1,diagnosis,O,True,D,"Diabetes mellitus gestacional en el parto, con control dietético"
F418,Síndrome ansioso-depresivo,Síndrome ansioso-depresivo,sindrome ansioso-depresivo,diagnosis,F,True,D,Otros trastornos de ansiedad especificados
65811,rotura prematura de membranas,rotura prematura de membranas,rotura prematura de membranas,procedure,6,False,,
28243,Alfa-talasemia,Alfa-talasemia,alfa-talasemia,procedure,2,False,,
1820,CARCINOMA ENDOMETRIO,CARCINOMA ENDOMETRIO,carcinoma endometrio,procedure,1,False,,
Z6741,: 0 negativo.,: 0 negativo.,: 0 negativo.,diagnosis,Z,True,D,"Grupo sanguíneo O, Rh negativo"
E119,diabetes mellitus,diabetes mellitus,diabetes mellitus,diagnosis,E,True,D,Diabetes mellitus tipo 2 sin complicaciones
V9111,BC/TA,BC/TA,bc/ta,diagnosis,V,True,D,Aplastamiento entre barco de pasajeros y otra embarcación u otro objeto debido a colisión
Z6730,Grupo sanguineo: AB Rh: positivo,Grupo sanguineo: AB Rh: positivo,grupo sanguineo: ab rh: positivo,diagnosis,Z,True,D,"Grupo sanguíneo AB, Rh positivo"
E790,HIPERURICÈMIA,HIPERURICÈMIA,hiperuricemia,diagnosis,E,True,D,Hiperuricemia sin signos de artritis inflamatoria y enfermedad tofácea
Z7901,Anticoagulacion,Anticoagulacion,anticoagulacion,diagnosis,Z,True,D,Uso prolongado (actual) de anticoagulantes
E119,dmnid,dmnid,dmnid,diagnosis,E,True,D,Diabetes mellitus tipo 2 sin complicaciones
0DTJ0ZZ,apendicectomia,apendicectomia,apendicectomia,procedure,0,True,P,"Resección de apéndice, abordaje abierto"
K561,invaginación ileo-colica,invaginación ileo-colica,invaginacion ileo-colica,diagnosis,K,True,D,Invaginación
Z6740,GSRH: O+,GSRH: O+,gsrh: o+,diagnosis,Z,True,D,"Grupo sanguíneo O, Rh positivo"
J210,bronquiolitis vrs rn,bronquiolitis vrs rn,bronquiolitis vrs rn,diagnosis,J,True,D,Bronquiolitis aguda por virus sincitial respiratorio
9921,antibiotico,antibiotico,antibiotico,procedure,9,False,,
3869,Vértigo,Vértigo,vertigo,procedure,3,False,,
N132,ureterohidronefrosis,ureterohidronefrosis,ureterohidronefrosis,diagnosis,N,True,D,Hidronefrosis con obstrucción litiásica renal y ureteral
B448ZZZ,eco-doppler renal,eco-doppler renal,eco-doppler renal,diagnosis,B,True,P,"Ecografía de arterias renales, bilateral"
0VTTXZZ,circuncision,circuncision,circuncision,procedure,0,True,P,"Resección de prepucio, abordaje externo"
C220,Hepatocarcinoma,Hepatocarcinoma,hepatocarcinoma,diagnosis,C,True,D,Carcinoma de células hepáticas
Z950,MCP,MCP,mcp,diagnosis,Z,True,D,Presencia de marcapasos cardíaco
Z170,RE ++,RE ++,re ++,diagnosis,Z,True,D,Estado de receptor de estrógeno positivo [RE+]
N281,Quiste renal derecho,Quiste renal derecho,quiste renal derecho,diagnosis,N,True,D,"Quiste de riñón, adquirido"
9054,secuela fractura femur,secuela fractura femur,secuela fractura femur,procedure,9,False,,
0JQC0ZZ,cistocele,cistocele,cistocele,procedure,0,True,P,"Reparación de tejido subcutáneo y fascia, región pélvica, abordaje abierto"
O9962,colon irritable parto,colon irritable parto,colon irritable parto,diagnosis,O,True,D,Enfermedades del aparato digestivo que complican el parto
Z170,RE:POSITIVOS,RE:POSITIVOS,re:positivos,diagnosis,Z,True,D,Estado de receptor de estrógeno positivo [RE+]
O99284,hipotirodismo qx parto,hipotirodismo qx parto,hipotirodismo qx parto,diagnosis,O,True,D,"Enfermedades endocrinas, nutricionales y metabólicas que complican el parto"
9918,Serumterapia,Serumterapia,serumterapia,procedure,9,False,,
O76,o76,o76,o76,diagnosis,O,True,D,Anormalidad de la frecuencia o ritmo cardiaco fetal que complica el trabajo de parto y el parto
Z6710,Grupo A,Grupo A,grupo a,diagnosis,Z,True,D,"Grupo sanguíneo A, Rh positivo"
Z91048,Alergia al esparadrapo,Alergia al esparadrapo,alergia al esparadrapo,diagnosis,Z,True,D,Estado de alergia a otras sustancias no medicinales
H8113,Vértigo paroxístico,Vértigo paroxístico,vertigo paroxistico,diagnosis,H,True,D,"Vértigo paroxístico benigno, bilateral"
B24DZZZ,Ecocardiograma nen,Ecocardiograma nen,ecocardiograma nen,diagnosis,B,True,P,Ecografía de corazón pediátrico
R471,Disartria,Disartria,disartria,diagnosis,R,True,D,Disartria y anartria
O9842,VHB part,VHB part,vhb part,diagnosis,O,True,D,Hepatitis viral que complica el parto
3510,Paralisis facial,Paralisis facial,paralisis facial,procedure,3,False,,
591,Hidronefrosis obstructiva,Hidronefrosis obstructiva,hidronefrosis obstructiva,procedure,5,False,,
0UT24ZZ,ANEXECTOMÍA BILATERAL VIA LAPAROSCÓPICA,ANEXECTOMÍA BILATERAL VIA LAPAROSCÓPICA,anexectomia bilateral via laparoscopica,procedure,0,True,P,"Resección de ovarios, bilateral, abordaje endoscópico percutáneo"
B961,ITU por E.coli,ITU por E.coli,itu por e.coli,diagnosis,B,True,D,Klebsiella pneumoniae [K. pneumoniae] como causa de enfermedades clasificadas bajo otro concepto
37400,entropion,entropion,entropion,procedure,3,False,,
R21,Erupción cutánea,Erupción cutánea,erupcion cutanea,diagnosis,R,True,D,Exantema y otras erupciones cutáneas inespecíficas
O99284,hipercolesterolemia part,hipercolesterolemia part,hipercolesterolemia part,diagnosis,O,True,D,"Enfermedades endocrinas, nutricionales y metabólicas que complican el parto"
2535,Diabetis insípida,Diabetis insípida,diabetis insipida,procedure,2,False,,
0UBM0ZZ,Vulvectomía parcial,Vulvectomía parcial,vulvectomia parcial,procedure,0,True,P,"Escisión de vulva, abordaje abierto"
S022XXA,Fractura nasal,Fractura nasal,fractura nasal,diagnosis,S,True,D,"Fractura de huesos nasales, contacto inicial por fractura cerrada"
BW211ZZ,TC abdominopélvico contraste,TC abdominopélvico contraste,tc abdominopelvico contraste,diagnosis,B,True,P,"Tomografía computarizada (scanner tc) de abdomen y pelvis, con contraste, baja osmolaridad"
2Y44X5Z,taponamiento vaginal,taponamiento vaginal,taponamiento vaginal,procedure,2,True,P,"Taponamiento tracto genital femenino, con material de taponamiento"
B9620,itu e.coli,itu e.coli,itu e.coli,diagnosis,B,True,D,Escherichia coli [E. coli] no especificado como causa de enfermedades clasificadas bajo otro concepto
Z886,ALERGIA IBUPROFENO,ALERGIA IBUPROFENO,alergia ibuprofeno,diagnosis,Z,True,D,Estado de alergia a analgésico
8875,ecografia renal,ecografia renal,ecografia renal,procedure,8,False,,
Z3A39,39+3 semanas,39+3 semanas,39+3 semanas,diagnosis,Z,True,D,39 semanas de gestación
Z3A40,: 40+2,: 40+2,: 40+2,diagnosis,Z,True,D,40 semanas de gestación
Z85038,Historia neo colon,Historia neo colon,historia neo colon,diagnosis,Z,True,D,Historia personal de otra neoplasia maligna de intestino grueso
F1021,ex alcohol,ex alcohol,ex alcohol,diagnosis,F,True,D,"Dependencia de alcohol, en remisión"
56400,Extreñimiento cronico,Extreñimiento cronico,extrenimiento cronico,procedure,5,False,,
N8301,quistes foliculares Ovarios derecho,quistes foliculares Ovarios derecho,quistes foliculares ovarios derecho,diagnosis,N,True,D,Quiste folicular de ovario derecho
0DH67UZ,nutrición enteral sng,nutrición enteral sng,nutricion enteral sng,procedure,0,True,P,"Inserción en estómago, de dispositivo de alimentación, abordaje orificio natural o artificial"
30000,sme ansioso,sme ansioso,sme ansioso,procedure,3,False,,
V1279,Colecistectomia,Colecistectomia,colecistectomia,diagnosis,V,False,,
99592,shock septico 2,shock septico 2,shock septico 2,procedure,9,False,,
Z6740,GS 0+,GS 0+,gs 0+,diagnosis,Z,True,D,"Grupo sanguíneo O, Rh positivo"
N189,HIPERTENSIÓ INSUFICIÈNCIA RENAL CRÒNICA,HIPERTENSIÓ INSUFICIÈNCIA RENAL CRÒNICA,hipertensio insuficiencia renal cronica,diagnosis,N,True,D,"Enfermedad renal crónica, no especificada"
K8020,hipotiroidismo 3t,hipotiroidismo 3t,hipotiroidismo 3t,diagnosis,K,True,D,Cálculo de vesícula biliar sin colecistitis sin obstrucción
BU4CZZZ,Eco TV,Eco TV,eco tv,diagnosis,B,True,P,Ecografía de útero y ovarios
N83202,quiste anexial izquierdo,quiste anexial izquierdo,quiste anexial izquierdo,diagnosis,N,True,D,"Quiste ovárico no especificado, lado izquierdo"
O7182,desgarro periuretral,desgarro periuretral,desgarro periuretral,diagnosis,O,True,D,Otros traumas especificados al periné y vulva
F70,f70,f70,f70,diagnosis,F,True,D,Discapacidad intelectual leve
M1611,coxartrosis derecha,coxartrosis derecha,coxartrosis derecha,diagnosis,M,True,D,"Artrosis primaria unilateral, cadera derecha"
36800,ambliopía,ambliopía,ambliopia,procedure,3,False,,
V4572,sigmoidectomia,sigmoidectomia,sigmoidectomia,diagnosis,V,False,,
9904,concentrados de hematies,concentrados de hematies,concentrados de hematies,procedure,9,False,,
4552,hemorroides internas,hemorroides internas,hemorroides internas,procedure,4,False,,
5409,apendicitis aguda,apendicitis aguda,apendicitis aguda,procedure,5,False,,
Z6829,sobrepeso part,sobrepeso part,sobrepeso part,diagnosis,Z,True,D,"Índice de masa corporal [IMC] 29.0-29.9, adulto"
Z940,trasplantado renal,trasplantado renal,trasplantado renal,diagnosis,Z,True,D,Estado de trasplante renal
R51,cefalea crónica,cefalea crónica,cefalea cronica,diagnosis,R,True,D,Cefalea
O9852,fumadora part,fumadora part,fumadora part,diagnosis,O,True,D,Otras enfermedades virales que complican el parto
85030,papiloma intraductal,papiloma intraductal,papiloma intraductal,procedure,8,False,,
P000,HTA madre rn,HTA madre rn,hta madre rn,diagnosis,P,True,D,Recién nacido afectado por trastornos hipertensivos maternos
5070,Broncoaspiración,Broncoaspiración,broncoaspiracion,procedure,5,False,,
O9989,Endometriosis part,Endometriosis part,endometriosis part,diagnosis,O,True,D,"Otras enfermedades y afecciones especificadas que complican el embarazo, parto y puerperio"
0DV44ZZ,Nissen laparoscopica,Nissen laparoscopica,nissen laparoscopica,procedure,0,True,P,"Restricción de unión esofagogástrica, abordaje endoscópico percutáneo"
N179,deterioro de la función renal,deterioro de la función renal,deterioro de la funcion renal,diagnosis,N,True,D,"Fallo renal agudo, no especificado"
0090,Colitis infecciosa,Colitis infecciosa,colitis infecciosa,procedure,0,False,,
Z951,triple By-Pass,triple By-Pass,triple by-pass,diagnosis,Z,True,D,Presencia de injerto derivación aortocoronaria
O770,color: teñidO,color: teñidO,color: tenido,diagnosis,O,True,D,Trabajo de parto y parto complicados por meconio en el líquido amniótico
25201,hiperparatiroidismo primario,hiperparatiroidismo primario,hiperparatiroidismo primario,procedure,2,False,,
85030,Papiloma intraductal,Papiloma intraductal,papiloma intraductal,procedure,8,False,,
O6014X0,PP,PP,pp,diagnosis,O,True,D,"Trabajo de parto prematuro en el tercer trimestre con parto prematuro del tercer trimestre, no aplicable o no especificado"
O1404,preeclampsia leve part,preeclampsia leve part,preeclampsia leve part,diagnosis,O,True,D,"Preeclampsia leve a moderada, que complica el parto"
6849,Histerectomia,Histerectomia,histerectomia,procedure,6,False,,
O9962,Estreñimiento part,Estreñimiento part,estrenimiento part,diagnosis,O,True,D,Enfermedades del aparato digestivo que complican el parto
O925,Lactancia Artificial,Lactancia Artificial,lactancia artificial,diagnosis,O,True,D,Lactancia suprimida
3E0H7GC,misoprostol rectales,misoprostol rectales,misoprostol rectales,procedure,3,True,P,"Introducción en gastrointestinal inferior de otra sustancia terapéutica, otra sustancia, abordaje orificio natural o artificial"
P744,Hiponatremia rn,Hiponatremia rn,hiponatremia rn,diagnosis,P,True,D,Otras alteraciones electrolíticas transitorias del recién nacido
I208,ANGINA DE ESFUERZO,ANGINA DE ESFUERZO,angina de esfuerzo,diagnosis,I,True,D,Otras formas de angina de pecho
O4693,Metrorragia 3er trimestre,Metrorragia 3er trimestre,metrorragia 3er trimestre,diagnosis,O,True,D,"Hemorragia anteparto, no especificada, tercer trimestre"
E8792,radioterápia,radioterápia,radioterapia,diagnosis,E,False,,
5641,Síndrome intestino irritable,Síndrome intestino irritable,sindrome intestino irritable,procedure,5,False,,
I4891,Fibrilación auricular rápida,Fibrilación auricular rápida,fibrilacion auricular rapida,diagnosis,I,True,D,Fibrilación auricular no especificada
Z86010,Polipectomia endoscòpica,Polipectomia endoscòpica,polipectomia endoscopica,diagnosis,Z,True,D,Historia personal de pólipos colónicos
O034,restos ovulares,restos ovulares,restos ovulares,diagnosis,O,True,D,Aborto espontáneo incompleto sin complicaciones
V1251,TROMBOSIS historia,TROMBOSIS historia,trombosis historia,diagnosis,V,False,,
E7800,HIPERCOLESTEROLÈMIA,HIPERCOLESTEROLÈMIA,hipercolesterolemia,diagnosis,E,True,D,"Hipercolesterolemia pura, no especificada"
F341,Trastorno Distímico,Trastorno Distímico,trastorno distimico,diagnosis,F,True,D,Trastorno distímico
8E0W4CZ,robot,robot,robot,procedure,8,True,P,"Otros procedimientos en región del tronco, procedimiento asistido robótico, abordaje endoscópico percutáneo"
