Code,Literal,Code_clean,Literal_basic,in_icd_reference,D_P,Description
Z6740,GSRH: O+,Z6740,GSRH: O+,True,D,"Grupo sanguíneo O, Rh positivo"
J210,bronquiolitis vrs rn,J210,bronquiolitis vrs rn,True,D,Bronquiolitis aguda por virus sincitial respiratorio
9921,antibiotico,9921,antibiotico,False,,
3869,Vértigo,3869,Vértigo,False,,
N132,ureterohidronefrosis,N132,ureterohidronefrosis,True,D,Hidronefrosis con obstrucción litiásica renal y ureteral
B448ZZZ,eco-doppler renal,B448ZZZ,eco-doppler renal,True,P,"Ecografía de arterias renales, bilateral"
0VTTXZZ,circuncision,0VTTXZZ,circuncision,True,P,"Resección de prepucio, abordaje externo"
C220,Hepatocarcinoma,C220,Hepatocarcinoma,True,D,Carcinoma de células hepáticas
Z950,MCP,Z950,MCP,True,D,Presencia de marcapasos cardíaco
Z170,RE ++,Z170,RE ++,True,D,Estado de receptor de estrógeno positivo [RE+]
N281,Quiste renal derecho,N281,Quiste renal derecho,True,D,"Quiste de riñón, adquirido"
9054,secuela fractura femur,9054,secuela fractura femur,False,,
0JQC0ZZ,cistocele,0JQC0ZZ,cistocele,True,P,"Reparación de tejido subcutáneo y fascia, región pélvica, abordaje abierto"
O9962,colon irritable parto,O9962,colon irritable parto,True,D,Enfermedades del aparato digestivo que complican el parto
Z170,RE:POSITIVOS,Z170,RE:POSITIVOS,True,D,Estado de receptor de estrógeno positivo [RE+]
O99284,hipotirodismo qx parto,O99284,hipotirodismo qx parto,True,D,"Enfermedades endocrinas, nutricionales y metabólicas que complican el parto"
9918,Serumterapia,9918,Serumterapia,False,,
O76,o76,O76,o76,True,D,Anormalidad de la frecuencia o ritmo cardiaco fetal que complica el trabajo de parto y el parto
Z6710,Grupo A,Z6710,Grupo A,True,D,"Grupo sanguíneo A, Rh positivo"
Z91048,Alergia al esparadrapo,Z91048,Alergia al esparadrapo,True,D,Estado de alergia a otras sustancias no medicinales
H8113,Vértigo paroxístico,H8113,Vértigo paroxístico,True,D,"Vértigo paroxístico benigno, bilateral"
B24DZZZ,Ecocardiograma nen,B24DZZZ,Ecocardiograma nen,True,P,Ecografía de corazón pediátrico
R471,Disartria,R471,Disartria,True,D,Disartria y anartria
O9842,VHB part,O9842,VHB part,True,D,Hepatitis viral que complica el parto
3510,Paralisis facial,3510,Paralisis facial,False,,
591,Hidronefrosis obstructiva,591,Hidronefrosis obstructiva,False,,
0UT24ZZ,ANEXECTOMÍA BILATERAL VIA LAPAROSCÓPICA,0UT24ZZ,ANEXECTOMÍA BILATERAL VIA LAPAROSCÓPICA,True,P,"Resección de ovarios, bilateral, abordaje endoscópico percutáneo"
B961,ITU por E.coli,B961,ITU por E.coli,True,D,Klebsiella pneumoniae [K. pneumoniae] como causa de enfermedades clasificadas bajo otro concepto
37400,entropion,37400,entropion,False,,
R21,Erupción cutánea,R21,Erupción cutánea,True,D,Exantema y otras erupciones cutáneas inespecíficas
O99284,hipercolesterolemia part,O99284,hipercolesterolemia part,True,D,"Enfermedades endocrinas, nutricionales y metabólicas que complican el parto"
2535,Diabetis insípida,2535,Diabetis insípida,False,,
0UBM0ZZ,Vulvectomía parcial,0UBM0ZZ,Vulvectomía parcial,True,P,"Escisión de vulva, abordaje abierto"
S022XXA,Fractura nasal,S022XXA,Fractura nasal,True,D,"Fractura de huesos nasales, contacto inicial por fractura cerrada"
BW211ZZ,TC abdominopélvico contraste,BW211ZZ,TC abdominopélvico contraste,True,P,"Tomografía computarizada (scanner tc) de abdomen y pelvis, con contraste, baja osmolaridad"
2Y44X5Z,taponamiento vaginal,2Y44X5Z,taponamiento vaginal,True,P,"Taponamiento tracto genital femenino, con material de taponamiento"
B9620,itu e.coli,B9620,itu e.coli,True,D,Escherichia coli [E. coli] no especificado como causa de enfermedades clasificadas bajo otro concepto
Z886,ALERGIA IBUPROFENO,Z886,ALERGIA IBUPROFENO,True,D,Estado de alergia a analgésico
8875,ecografia renal,8875,ecografia renal,False,,
Z3A39,39+3 semanas,Z3A39,39+3 semanas,True,D,39 semanas de gestación
Z3A40,: 40+2,Z3A40,: 40+2,True,D,40 semanas de gestación
Z85038,Historia neo colon,Z85038,Historia neo colon,True,D,Historia personal de otra neoplasia maligna de intestino grueso
F1021,ex alcohol,F1021,ex alcohol,True,D,"Dependencia de alcohol, en remisión"
56400,Extreñimiento cronico,56400,Extreñimiento cronico,False,,
N8301,quistes foliculares Ovarios derecho,N8301,quistes foliculares Ovarios derecho,True,D,Quiste folicular de ovario derecho
0DH67UZ,nutrición enteral sng,0DH67UZ,nutrición enteral sng,True,P,"Inserción en estómago, de dispositivo de alimentación, abordaje orificio natural o artificial"
30000,sme ansioso,30000,sme ansioso,False,,
V1279,Colecistectomia,V1279,Colecistectomia,False,,
99592,shock septico 2,99592,shock septico 2,False,,
Z6740,GS 0+,Z6740,GS 0+,True,D,"Grupo sanguíneo O, Rh positivo"
N189,HIPERTENSIÓ INSUFICIÈNCIA RENAL CRÒNICA,N189,HIPERTENSIÓ INSUFICIÈNCIA RENAL CRÒNICA,True,D,"Enfermedad renal crónica, no especificada"
K8020,hipotiroidismo 3t,K8020,hipotiroidismo 3t,True,D,Cálculo de vesícula biliar sin colecistitis sin obstrucción
BU4CZZZ,Eco TV,BU4CZZZ,Eco TV,True,P,Ecografía de útero y ovarios
N83202,quiste anexial izquierdo,N83202,quiste anexial izquierdo,True,D,"Quiste ovárico no especificado, lado izquierdo"
O7182,desgarro periuretral,O7182,desgarro periuretral,True,D,Otros traumas especificados al periné y vulva
F70,f70,F70,f70,True,D,Discapacidad intelectual leve
M1611,coxartrosis derecha,M1611,coxartrosis derecha,True,D,"Artrosis primaria unilateral, cadera derecha"
36800,ambliopía,36800,ambliopía,False,,
V4572,sigmoidectomia,V4572,sigmoidectomia,False,,
9904,concentrados de hematies,9904,concentrados de hematies,False,,
4552,hemorroides internas,4552,hemorroides internas,False,,
5409,apendicitis aguda,5409,apendicitis aguda,False,,
Z6829,sobrepeso part,Z6829,sobrepeso part,True,D,"Índice de masa corporal [IMC] 29.0-29.9, adulto"
Z940,trasplantado renal,Z940,trasplantado renal,True,D,Estado de trasplante renal
R51,cefalea crónica,R51,cefalea crónica,True,D,Cefalea
O9852,fumadora part,O9852,fumadora part,True,D,Otras enfermedades virales que complican el parto
85030,papiloma intraductal,85030,papiloma intraductal,False,,
P000,HTA madre rn,P000,HTA madre rn,True,D,Recién nacido afectado por trastornos hipertensivos maternos
5070,Broncoaspiración,5070,Broncoaspiración,False,,
O9989,Endometriosis part,O9989,Endometriosis part,True,D,"Otras enfermedades y afecciones especificadas que complican el embarazo, parto y puerperio"
0DV44ZZ,Nissen laparoscopica,0DV44ZZ,Nissen laparoscopica,True,P,"Restricción de unión esofagogástrica, abordaje endoscópico percutáneo"
N179,deterioro de la función renal,N179,deterioro de la función renal,True,D,"Fallo renal agudo, no especificado"
0090,Colitis infecciosa,0090,Colitis infecciosa,False,,
Z951,triple By-Pass,Z951,triple By-Pass,True,D,Presencia de injerto derivación aortocoronaria
O770,color: teñidO,O770,color: teñidO,True,D,Trabajo de parto y parto complicados por meconio en el líquido amniótico
25201,hiperparatiroidismo primario,25201,hiperparatiroidismo primario,False,,
85030,Papiloma intraductal,85030,Papiloma intraductal,False,,
O6014X0,PP,O6014X0,PP,True,D,"Trabajo de parto prematuro en el tercer trimestre con parto prematuro del tercer trimestre, no aplicable o no especificado"
O1404,preeclampsia leve part,O1404,preeclampsia leve part,True,D,"Preeclampsia leve a moderada, que complica el parto"
6849,Histerectomia,6849,Histerectomia,False,,
O9962,Estreñimiento part,O9962,Estreñimiento part,True,D,Enfermedades del aparato digestivo que complican el parto
O925,Lactancia Artificial,O925,Lactancia Artificial,True,D,Lactancia suprimida
3E0H7GC,misoprostol rectales,3E0H7GC,misoprostol rectales,True,P,"Introducción en gastrointestinal inferior de otra sustancia terapéutica, otra sustancia, abordaje orificio natural o artificial"
P744,Hiponatremia rn,P744,Hiponatremia rn,True,D,Otras alteraciones electrolíticas transitorias del recién nacido
I208,ANGINA DE ESFUERZO,I208,ANGINA DE ESFUERZO,True,D,Otras formas de angina de pecho
O4693,Metrorragia 3er trimestre,O4693,Metrorragia 3er trimestre,True,D,"Hemorragia anteparto, no especificada, tercer trimestre"
E8792,radioterápia,E8792,radioterápia,False,,
5641,Síndrome intestino irritable,5641,Síndrome intestino irritable,False,,
I4891,Fibrilación auricular rápida,I4891,Fibrilación auricular rápida,True,D,Fibrilación auricular no especificada
Z86010,Polipectomia endoscòpica,Z86010,Polipectomia endoscòpica,True,D,Historia personal de pólipos colónicos
O034,restos ovulares,O034,restos ovulares,True,D,Aborto espontáneo incompleto sin complicaciones
V1251,TROMBOSIS historia,V1251,TROMBOSIS historia,False,,
E7800,HIPERCOLESTEROLÈMIA,E7800,HIPERCOLESTEROLÈMIA,True,D,"Hipercolesterolemia pura, no especificada"
F341,Trastorno Distímico,F341,Trastorno Distímico,True,D,Trastorno distímico
8E0W4CZ,robot,8E0W4CZ,robot,True,P,"Otros procedimientos en región del tronco, procedimiento asistido robótico, abordaje endoscópico percutáneo"
O702,Desgarro perineal de 3º grado,O702,Desgarro perineal de 3º grado,True,D,Desgarro perineal de tercer grado en el parto
25040,Nefropatía diabética 2,25040,Nefropatía diabética 2,False,,
4019,hipertensión,4019,hipertensión,False,,
4400,ateromatosis aórtica,4400,ateromatosis aórtica,False,,
Z370,Rn,Z370,Rn,True,D,Nacido vivo único
O99891,Hipoacusia parto,O99891,Hipoacusia parto,True,D,Otras enfermedades y afecciones especificadas que complican el embarazo
B2790,b2790,B2790,b2790,True,D,"Mononucleosis infecciosa, no especificada sin complicaciones"
3E0336Z,Nutricion parenteral,3E0336Z,Nutricion parenteral,True,P,"Introducción en vena periférica de sustancia nutricional, abordaje percutáneo"
O99353,migraña 3t,O99353,migraña 3t,True,D,"Enfermedades del sistema nervioso que complican el embarazo, tercer trimestre"
Z6710,GS: A (+),Z6710,GS: A (+),True,D,"Grupo sanguíneo A, Rh positivo"
G5603,Síndrome de tunel carpiano bilateral,G5603,Síndrome de tunel carpiano bilateral,True,D,"Síndrome del túnel carpiano, ambas extremidades superiores"
8801,TC de abdomen,8801,TC de abdomen,False,,
64891,MIOPIA parto,64891,MIOPIA parto,False,,
K2950,Gastritis crónica antral,K2950,Gastritis crónica antral,True,D,Gastritis crónica no especificada sin hemorragia
Z3A40,Amenorrea 40,Z3A40,Amenorrea 40,True,D,40 semanas de gestación
Z9981,oxigeno domiciliario,Z9981,oxigeno domiciliario,True,D,Dependencia de oxígeno suplementario
R001,bradicardia,R001,bradicardia,True,D,"Bradicardia, no especificada"
2639,Desnutrición,2639,Desnutrición,False,,
B9561,MSSA,B9561,MSSA,True,D,Infección por Staphylococcus aureus sensible a meticilina como causa de enfermedades clasificadas bajo otro concepto
3004,Sindrome ansioso-depresivo,3004,Sindrome ansioso-depresivo,False,,
64633,0020 ANTEpaRTO,64633,0020 ANTEpaRTO,False,,
K602,FISURA ANAL,K602,FISURA ANAL,True,D,"Fisura anal, no especificada"
Z6710,Grupo sanguineo materno A+,Z6710,Grupo sanguineo materno A+,True,D,"Grupo sanguíneo A, Rh positivo"
O1205,COLESTASIS part,O1205,COLESTASIS part,True,D,"Edema gestacional, que complica el puerperio"
2281,linfangioma,2281,linfangioma,False,,
K649,Hemorroides,K649,Hemorroides,True,D,Hemorroides no especificadas
M5126,hernia lumbar,M5126,hernia lumbar,True,D,"Otros desplazamientos de disco intervertebral, región lumbar"
33818,dolor postoperatorio agudo,33818,dolor postoperatorio agudo,False,,
Q02,microcefalia,Q02,microcefalia,True,D,Microcefalia
E559,Déficit Vit D.,E559,Déficit Vit D.,True,D,"Carencia de vitamina D, no especificada"
Z91048,Alérgica a:gramineas,Z91048,Alérgica a:gramineas,True,D,Estado de alergia a otras sustancias no medicinales
H9191,Hipoacusia derecha,H9191,Hipoacusia derecha,True,D,"Pérdida de audición no especificada, oído derecho"
0UT10ZZ,anexectomía izquierda,0UT10ZZ,anexectomía izquierda,True,P,"Resección de ovario, izquierdo, abordaje abierto"
M179,Gonartrosis de rodilla,M179,Gonartrosis de rodilla,True,D,Artrosis de rodilla no especificada
M25561,Gonalgia derecha,M25561,Gonalgia derecha,True,D,Dolor en rodilla derecha
4940,BRONQUIECTASIAS,4940,BRONQUIECTASIAS,False,,
K5190,hipotiroidismo parto,K5190,hipotiroidismo parto,True,D,"Colitis ulcerosa, no especificada, sin complicaciones"
O480,gestación prolongada,O480,gestación prolongada,True,D,Embarazo postérmino
N838,quiste anexial izquierdo,N838,quiste anexial izquierdo,True,D,"Otros trastornos no inflamatorios de ovario, trompa de Falopio y ligamento ancho"
N83291,QUISTE HEMORRÁGICO ovario DERECHO,N83291,QUISTE HEMORRÁGICO ovario DERECHO,True,D,"Otros quistes ováricos, lado derecho"
9396,Oxígeno,9396,Oxígeno,False,,
I471,taquiarritmias auriculares,I471,taquiarritmias auriculares,True,D,Taquicardia supraventricular
1743,ca mama cii,1743,ca mama cii,False,,
E9320,esteroidea,E9320,esteroidea,False,,
F05,cuadro confusional,F05,cuadro confusional,True,D,Delirio debido a afección fisiológica conocida
53290,Úlcera duodenal,53290,Úlcera duodenal,False,,
3E0337Z,diuretico,3E0337Z,diuretico,True,P,"Introducción en vena periférica de sustancia para equilibrio hidroelectrolítico, abordaje percutáneo"
8744,radiografía de tórax,8744,radiografía de tórax,False,,
K811,Colecistitis crònica,K811,Colecistitis crònica,True,D,Colecistitis crónica
5794,sonda vesical,5794,sonda vesical,False,,
4A1HXCZ,APGAr,4A1HXCZ,APGAr,True,P,"Monitorización de frecuencia, productos de la concepción, cardiaco, abordaje externo"
0HX1XZZ,ilpt piel nasal,0HX1XZZ,ilpt piel nasal,True,P,"Transferencia de piel, cara, abordaje externo"
8914,Electroencefalograma,8914,Electroencefalograma,False,,
7904,Transaminasas,7904,Transaminasas,False,,
O731,Membranas desgarradas,O731,Membranas desgarradas,True,D,"Porciones de placenta y membranas retenidas, sin hemorragia"
D62,anemia aguda,D62,anemia aguda,True,D,Anemia poshemorrágica aguda
E119,DM tipo II,E119,DM tipo II,True,D,Diabetes mellitus tipo 2 sin complicaciones
V103,historia Neoplasia de mama,V103,historia Neoplasia de mama,True,D,Persona que sube o baja de un vehículo a pedales lesionada en colisión con peatón o animal
25000,DIABETIS MELLITUS,25000,DIABETIS MELLITUS,False,,
5718,Esteatosis hepatica,5718,Esteatosis hepatica,False,,
O351XX0,ile por trisomía 21,O351XX0,ile por trisomía 21,False,,
O358XX0,65581,O358XX0,65581,True,D,"Atención materna por (sospecha de) otra anomalía y daño fetal, no aplicable o no especificado"
N23,CÓLICO RENOURETERAL,N23,CÓLICO RENOURETERAL,True,D,Cólico renal no especificado
D72810,Limfopenia,D72810,Limfopenia,True,D,Linfocitopenia
0UT64ZZ,salpingectomía geu izq lap,0UT64ZZ,salpingectomía geu izq lap,True,P,"Resección de trompa de falopio, izquierda, abordaje endoscópico percutáneo"
0UTC0ZZ,histerectomia abdomial radical,0UTC0ZZ,histerectomia abdomial radical,True,P,"Resección de cérvix, abordaje abierto"
42731,fa,42731,fa,False,,
9921,ciprofloxacino,9921,ciprofloxacino,False,,
C786,diseminación peritoneal,C786,diseminación peritoneal,True,D,Neoplasia maligna secundaria de retroperitoneo y peritoneo
S42412A,Fractura supracondilea humeral izquierda,S42412A,Fractura supracondilea humeral izquierda,True,D,"Fractura supracondílea simple desplazada sin fractura intercondílea de húmero izquierdo, contacto inicial por fractura cerrada"
9911,Gamaglobulina anti D,9911,Gamaglobulina anti D,False,,
90100,fibroadenomas,90100,fibroadenomas,False,,
9904,hematíes,9904,hematíes,False,,
4053,Linfadenectomía iliaca,4053,Linfadenectomía iliaca,False,,
G35,Esclerosis múltiple parto,G35,Esclerosis múltiple parto,True,D,Esclerosis múltiple
0D9QXZZ,drenaje absceso anal,0D9QXZZ,drenaje absceso anal,True,P,"Drenaje en ano, abordaje externo"
N814,prolapso uterino,N814,prolapso uterino,True,D,"Prolapso uterovaginal, no especificado"
O9081,anemia pp,O9081,anemia pp,True,D,Anemia puerperal
Z96652,Prótesis de rodilla izquierda,Z96652,Prótesis de rodilla izquierda,True,D,Presencia de articulación de rodilla izquierda artificial
E46,Malnutrición protéica,E46,Malnutrición protéica,True,D,Malnutrición calórico-proteica no especificada
4053,Limfadenectomia pèlvica,4053,Limfadenectomia pèlvica,False,,
3E03329,Ampicilina,3E03329,Ampicilina,True,P,"Introducción en vena periférica de anti-infeccioso, otro anti-infeccioso, abordaje percutáneo"
F341,Distímico,F341,Distímico,True,D,Trastorno distímico
O9989,miopía parto,O9989,miopía parto,True,D,"Otras enfermedades y afecciones especificadas que complican el embarazo, parto y puerperio"
J310,Rinitis intermitente,J310,Rinitis intermitente,True,D,Rinitis crónica
3E03329,antibiòtico,3E03329,antibiòtico,True,P,"Introducción en vena periférica de anti-infeccioso, otro anti-infeccioso, abordaje percutáneo"
R490,Disfonía,R490,Disfonía,True,D,Disfonía
F418,ansioso-depresivo,F418,ansioso-depresivo,True,D,Otros trastornos de ansiedad especificados
3E03329,Ertapemen,3E03329,Ertapemen,True,P,"Introducción en vena periférica de anti-infeccioso, otro anti-infeccioso, abordaje percutáneo"
M3500,sjogren,M3500,sjogren,True,D,"Síndrome de Sjögren, no especificado"
O30033,gemelar monocorial-biamniótica,O30033,gemelar monocorial-biamniótica,True,D,"Embarazo gemelar monocoriónico/ diamniótico, tercer trimestre"
Z90710,Anexohisterectomía,Z90710,Anexohisterectomía,True,D,"Ausencia adquirida de ambos, de cuello uterino y de útero"
0YU50JZ,HERNIOPLASTIA INGUINAL Derecha con malla,0YU50JZ,HERNIOPLASTIA INGUINAL Derecha con malla,True,P,"Suplemento en región inguinal, derecha, con sustituto sintético, abordaje abierto"
C678,NEOPLASIA vesical multiple,C678,NEOPLASIA vesical multiple,True,D,Neoplasia maligna de localizaciones contiguas de vejiga
9929,HIerro,9929,HIerro,False,,
311,depressió,311,depressió,False,,
42518,miocardiopatia hipertrófica no obstructiva,42518,miocardiopatia hipertrófica no obstructiva,False,,
64881,Diabetis Gestacional,64881,Diabetis Gestacional,False,,
